Início,https://www.tjro.jus.br/,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,194,12,8,2,0,3,219,0,0
,,,,,,,,,,
titulo,link,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,194,12,8,2,0,3,219,0,0
,,,,,,,,,,
Tjro_conheca_o_pj,https://www.tjro.jus.br/resp-institucional/resp-conheca-pj,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,64,3,8,0,0,0,75,0,0
,,,,,,,,,,
Tjro_conselho_magistratura,https://www.tjro.jus.br/resp-institucional/resp-cons-magistratura,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,84,3,8,0,0,0,95,0,0
,,,,,,,,,,
Núcleo de Cooperação Judiciária,https://www.tjro.jus.br/resp-institucional/nucleo-de-cooperacao-judiciaria,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,10,0,0,0,0,0,10,96.15%,15/05/2023
avisos,0,80,6,8,0,0,0,94,0,0
,,,,,,,,,,
Tjro_secretarias,https://www.tjro.jus.br/resp-institucional/resp-secretarias,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,59,3,8,0,0,0,70,0,0
,,,,,,,,,,
Transparência Estatística,https://www.tjro.jus.br/resp-transparencia-estatistica,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,47,3,9,0,0,0,59,0,0
,,,,,,,,,,
Tjro_Estrutura_Organizacional,https://www.tjro.jus.br/resp-institucional/estrutura,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,48,3,8,0,0,0,59,0,0
,,,,,,,,,,
Processos Organizacionais,https://www.tjro.jus.br/resp-institucional/processos-organizacionais,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,3,0,1,0,0,0,4,96.42%,15/05/2023
avisos,0,216,5,9,0,0,0,230,0,0
,,,,,,,,,,
Tjro_sistemas,https://www.tjro.jus.br/resp-sistemas,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,47,2,11,0,0,0,60,0,0
,,,,,,,,,,
TJRO - Cidadania,https://www.tjro.jus.br/resp-cidadania,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,83,4,8,0,0,0,95,0,0
,,,,,,,,,,
Tjro_comarcas,https://www.tjro.jus.br/resp-comarcas,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,50,3,8,0,0,0,61,0,0
,,,,,,,,,,
Boleto Bancário,https://www.tjro.jus.br/mn-sist-boleto-bancario,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,1,0,0,1,92.3%,15/05/2023
avisos,0,93,4,8,0,0,0,105,0,0
,,,,,,,,,,
Concursos,https://www.tjro.jus.br/resp-concursos,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,63,5,8,0,0,0,76,0,0
,,,,,,,,,,
Ouvidoria/LGPD,https://www.tjro.jus.br/mn-sist-ouvidoria#?pparentid=1&menuType=ouvidoria,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,63,5,8,0,0,0,76,0,0
,,,,,,,,,,
Tjro-SEI,https://www.tjro.jus.br/mn-sist-sei,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,71,3,9,0,0,0,83,0,0
,,,,,,,,,,
Tjro-Nupemec,https://www.tjro.jus.br/nupemec,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,148,3,8,0,0,0,159,0,0
,,,,,,,,,,
Nugepnac TJRO,https://www.tjro.jus.br/resp-nugep,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,121,3,13,0,0,0,137,0,0
,,,,,,,,,,
Início Pje,https://www.tjro.jus.br/inicio-pje,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,1,0,0,1,92.3%,15/05/2023
avisos,0,128,5,8,0,0,0,141,0,0
,,,,,,,,,,
Tjro_peritos_e_leiloreiros,https://www.tjro.jus.br/resp-ceajus,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,61,3,8,0,0,0,72,0,0
,,,,,,,,,,
Tjro_cees,https://www.tjro.jus.br/resp-cees,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,64,3,8,0,0,0,75,0,0
,,,,,,,,,,
Feriados Locais,https://www.tjro.jus.br/mn-feriados-locais,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,1,0,0,1,92.3%,15/05/2023
avisos,0,99,2,8,0,0,0,109,0,0
,,,,,,,,,,
Monitoramento Carcerário - GMF,https://www.tjro.jus.br/resp-gmf,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,53,3,8,0,0,0,64,0,0
,,,,,,,,,,
Transmissões das Sessões,https://www.tjro.jus.br/resp-transmissao-sessoes,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,1,0,41,0,0,0,42,92.19%,15/05/2023
avisos,0,93,3,9,0,0,0,105,0,0
,,,,,,,,,,
Tutoriais: sessões/audiências virtuais,https://www.tjro.jus.br/resp-tutoriais-sessoes,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,66,5,9,0,0,0,80,0,0
,,,,,,,,,,
Formulário CPE 1º Grau,https://www.tjro.jus.br/stic-cpeadvogados,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,1,0,3,0,0,2,6,95.02%,15/05/2023
avisos,0,85,6,8,0,0,3,102,0,0
,,,,,,,,,,
Glossário,https://www.tjro.jus.br/stic-glossario,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,1,1,100%,15/05/2023
avisos,0,59,4,8,0,0,1,72,0,0
,,,,,,,,,,
tjro-pls,https://www.tjro.jus.br/resp-transp-nucleo,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,3,0,34,0,0,0,37,97.99%,15/05/2023
avisos,0,91,3,8,0,0,0,102,0,0
,,,,,,,,,,
404 - Erro: 404,https://www.tjro.jus.br/resp-licitacoes-tjrohttps://www.tjro.jus.br/gestao-documental,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,2,1,0,1,0,0,4,83.33%,15/05/2023
avisos,0,7,0,0,0,0,0,7,0,0
,,,,,,,,,,
Tjro_Secretaria_Tecnologia,https://www.tjro.jus.br/s-t-i-c,marcação,comportamento,conteudo_informação,apresentacao_design,multimidia,formulario,total,porcentagem,apuração
erros,0,0,0,0,0,0,0,0,100%,15/05/2023
avisos,0,54,3,8,0,0,0,65,0,0
,,,,,,,,,,
